Season,Champion,Games Played,Wins,Losses,Winrate,Kills,Deaths,Assists,Gold,CS/m
11,Miss Fortune,2,1,1,0.5,4.5,4.0,3.0,8479,6.8
11,Kassadin,2,1,1,0.5,3.5,3.0,4.5,7248,5.7
11,Jhin,2,0,2,0,5.0,7.5,6.0,10741,4.9
11,Lux,2,0,2,0,6.5,6.0,11.0,13335,3.4
11,Caitlyn,2,0,2,0,4.0,4.5,5.0,13013,6.9
11,Yasuo,1,1,0,1,3.0,2.0,3.0,7093,8.4
11,Rumble,1,1,0,1,1.0,7.0,9.0,9426,5.4
11,Blitzcrank,1,1,0,1,0.0,0.0,1.0,4278,1.7
11,Olaf,1,1,0,1,9.0,9.0,14.0,14906,4.3
11,Lulu,1,1,0,1,1.0,3.0,29.0,9923,0.8
11,Leona,1,1,0,1,1.0,4.0,10.0,7484,1.2
11,Lee Sin,1,1,0,1,2.0,2.0,10.0,10747,6.4
11,Dr. Mundo,1,1,0,1,3.0,2.0,2.0,8183,7.5
11,Pyke,1,0,1,0,4.0,7.0,4.0,8078,1.6
11,Heimerdinger,1,0,1,0,3.0,6.0,2.0,11387,6.2
11,Syndra,1,0,1,0,5.0,5.0,5.0,9393,4.8
11,Rakan,1,0,1,0,3.0,7.0,24.0,10295,1.0
11,Veigar,1,0,1,0,5.0,7.0,6.0,13352,6.6
11,Orianna,1,0,1,0,0.0,5.0,3.0,8351,7.2
11,Kayn,1,0,1,0,1.0,5.0,3.0,7496,5.3
11,Seraphine,1,0,1,0,2.0,6.0,2.0,6587,0.7
11,Twisted Fate,1,0,1,0,1.0,7.0,2.0,5848,4.6
11,Sivir,1,0,1,0,3.0,4.0,3.0,7114,6.3
11,Brand,1,0,1,0,7.0,10.0,6.0,9978,1.0
11,Varus,1,0,1,0,9.0,4.0,10.0,13584,5.6
11,Shaco,1,0,1,0,3.0,6.0,2.0,6157,0.4
11,Taric,1,0,1,0,4.0,10.0,23.0,11329,0.9
